categ_name,ac_group,ccy,group,TOTAL_AMOUNT,BANK_DATE,INT_RATE,diffs,groupwise_total,categwise_total,datewise_total
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,50054599,2018-11-06,4,-1825801.0,50054599,50054599,78165430308
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,50229269,2018-11-07,4,174670.0,50229269,50229269,78133777223
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,50322323,2018-11-08,4,93054.0,50322323,50322323,78082860514
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,50509674,2018-11-09,4,187351.0,50509674,50509674,78058049017
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,50610693,2018-11-10,4,101019.0,50610693,50610693,77844623425
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,51041782,2018-11-11,4,431089.0,51041782,51041782,77433450315
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,52412605,2018-11-12,4,1370823.0,52412605,52412605,77882990164
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54371510,2018-11-13,4,1958905.0,54371510,54371510,78114906003
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,55202420,2018-11-14,4,830910.0,55202420,55202420,78493156721
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54197761,2018-11-15,4,-1004659.0,54197761,54197761,78517622829
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54648477,2018-11-16,4,450716.0,54648477,54648477,78941420026
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54672997,2018-11-17,4,24520.0,54672997,54672997,78881888136
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54074557,2018-11-18,4,-598440.0,54074557,54074557,79117405481
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54522044,2018-11-19,4,447487.0,54522044,54522044,79104023585
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54339002,2018-11-20,4,-183042.0,54339002,54339002,79081883800
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54894079,2018-11-21,4,555077.0,54894079,54894079,79305803658
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,53434886,2018-11-22,4,-1459193.0,53434886,53434886,79570972083
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,53093686,2018-11-23,4,-341200.0,53093686,53093686,80032388660
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,53177048,2018-11-24,4,83362.0,53177048,53177048,79997104089
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,53422916,2018-11-25,4,245868.0,53422916,53422916,79950372128
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54223144,2018-11-26,4,800228.0,54223144,54223144,79605734814
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,52679018,2018-11-27,4,-1544126.0,52679018,52679018,79644918795
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54334149,2018-11-28,4,1655131.0,54334149,54334149,79583445429
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,55477115,2018-11-29,4,1142966.0,55477115,55477115,79606076246
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54307613,2018-11-30,4,-1169502.0,54307613,54307613,79410189108
BLB BACHAT KHATA,22,NPR,BLB DEPOSIT,54298748,2018-12-01,4,-8865.0,54298748,54298748,79386819692
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,189740608,2018-11-03,0,,197467987,5637644712,77912665693
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97586,2018-11-03,0,,97586,5637644712,77912665693
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5447806518,2018-11-03,0,,9424535834,5637644712,77912665693
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,185194244,2018-11-04,0,-4546364.0,192901672,5706797150,77977010989
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5521506113,2018-11-04,0,73699595.0,9337481253,5706797150,77977010989
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,96793,2018-11-04,0,-793.0,96793,5706797150,77977010989
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97563,2018-11-05,0,770.0,97563,5660038430,77951951880
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5473068849,2018-11-05,0,-48437264.0,9227093509,5660038430,77951951880
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,186872018,2018-11-05,0,1677774.0,194649272,5660038430,77951951880
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5424408163,2018-11-06,0,-48660686.0,9323896928,5611309062,78165430308
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,98035,2018-11-06,0,472.0,98035,5611309062,78165430308
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,186802864,2018-11-06,0,-69154.0,194570143,5611309062,78165430308
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5498296668,2018-11-07,0,73888505.0,9397785433,5685197567,78133777223
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,186802864,2018-11-07,0,0.0,194570143,5685197567,78133777223
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,98035,2018-11-07,0,0.0,98035,5685197567,78133777223
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,98035,2018-11-08,0,0.0,98035,5696323557,78082860514
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,186802864,2018-11-08,0,0.0,194570143,5696323557,78082860514
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5509422658,2018-11-08,0,11125990.0,9408882200,5696323557,78082860514
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5550605934,2018-11-09,0,41183276.0,9450065476,5737506833,78058049017
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,186802864,2018-11-09,0,0.0,194570143,5737506833,78058049017
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,98035,2018-11-09,0,0.0,98035,5737506833,78058049017
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5524542636,2018-11-10,0,-26063298.0,9423816907,5711443535,77844623425
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,186802864,2018-11-10,0,0.0,194570143,5711443535,77844623425
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,98035,2018-11-10,0,0.0,98035,5711443535,77844623425
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97271,2018-11-11,0,-764.0,97271,5253616634,77433450315
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,183819281,2018-11-11,0,-2983583.0,191533359,5253616634,77433450315
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5069700082,2018-11-11,0,-454842554.0,8935770285,5253616634,77433450315
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5045068382,2018-11-12,0,-24631700.0,9136684405,5229935841,77882990164
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,184770071,2018-11-12,0,950790.0,192524050,5229935841,77882990164
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97388,2018-11-12,0,117.0,97388,5229935841,77882990164
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97131,2018-11-13,0,-257.0,97131,5208428411,78114906003
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5024115837,2018-11-13,0,-20952545.0,9213305919,5208428411,78114906003
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,184215443,2018-11-13,0,-554628.0,191946147,5208428411,78114906003
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5096952804,2018-11-14,0,72836967.0,9233044619,5281101993,78493156721
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,184052693,2018-11-14,0,-162750.0,191743496,5281101993,78493156721
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,96496,2018-11-14,0,-635.0,96496,5281101993,78493156721
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,4987174812,2018-11-15,0,-109777992.0,9108962975,5171208715,78517622829
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,183936807,2018-11-15,0,-115886.0,191594360,5171208715,78517622829
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97096,2018-11-15,0,600.0,97096,5171208715,78517622829
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,96875,2018-11-16,0,-221.0,96875,5634271476,78941420026
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,185849254,2018-11-16,0,1912447.0,193490182,5634271476,78941420026
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5448325347,2018-11-16,0,461150535.0,9566289328,5634271476,78941420026
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,185849254,2018-11-17,0,0.0,193490182,5634515806,78881888136
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5448569677,2018-11-17,0,244330.0,9566533658,5634515806,78881888136
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,96875,2018-11-17,0,0.0,96875,5634515806,78881888136
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,186091877,2018-11-18,0,242623.0,193868299,5736377888,79117405481
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97930,2018-11-18,0,1055.0,97930,5736377888,79117405481
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5550188081,2018-11-18,0,101618404.0,9525544782,5736377888,79117405481
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,185283133,2018-11-19,0,-808744.0,193025759,5831909369,79104023585
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,97108,2018-11-19,0,-822.0,97108,5831909369,79104023585
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5646529128,2018-11-19,0,96341047.0,9655127760,5831909369,79104023585
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5660380979,2018-11-20,0,13851851.0,9660837674,5844776294,79081883800
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,184298877,2018-11-20,0,-984256.0,192024606,5844776294,79081883800
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,96438,2018-11-20,0,-670.0,96438,5844776294,79081883800
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,95948,2018-11-21,0,-490.0,95948,5486707217,79305803658
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5302312392,2018-11-21,0,-358068587.0,9307789578,5486707217,79305803658
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,184298877,2018-11-21,0,0.0,192024606,5486707217,79305803658
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,182686464,2018-11-22,0,-1612413.0,190344601,5469792706,79570972083
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5287010929,2018-11-22,0,-15301463.0,9335750959,5469792706,79570972083
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,95313,2018-11-22,0,-635.0,95313,5469792706,79570972083
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,95057,2018-11-23,0,-256.0,95057,5670310349,80032388660
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5499161311,2018-11-23,0,212150382.0,9566974391,5670310349,80032388660
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,171053981,2018-11-23,0,-11632483.0,178698600,5670310349,80032388660
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,95057,2018-11-24,0,0.0,95057,5695745367,79997104089
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,171053981,2018-11-24,0,0.0,178698600,5695745367,79997104089
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5524596329,2018-11-24,0,25435018.0,9592409409,5695745367,79997104089
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,173211024,2018-11-25,0,2157043.0,180855643,5755859784,79950372128
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,94929,2018-11-25,0,-128.0,94929,5755859784,79950372128
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5582553831,2018-11-25,0,57957502.0,9612186519,5755859784,79950372128
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,95453,2018-11-26,0,524.0,95453,5343319558,79605734814
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,167926396,2018-11-26,0,-5284628.0,175587912,5343319558,79605734814
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5175297709,2018-11-26,0,-407256122.0,9256515097,5343319558,79605734814
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,159553122,2018-11-27,0,-8373274.0,167207879,5343701086,79644918795
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,95092,2018-11-27,0,-361.0,95092,5343701086,79644918795
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5184052872,2018-11-27,0,8755163.0,9262437537,5343701086,79644918795
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5142989272,2018-11-28,0,-41063600.0,9219923959,5302285049,79583445429
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,159200907,2018-11-28,0,-352215.0,166838766,5302285049,79583445429
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,94870,2018-11-28,0,-222.0,94870,5302285049,79583445429
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5196956116,2018-11-29,0,53966844.0,9180977884,5354631719,79606076246
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,157580721,2018-11-29,0,-1620186.0,165140850,5354631719,79606076246
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,94882,2018-11-29,0,12.0,94882,5354631719,79606076246
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5226221914,2018-11-30,0,29265798.0,9194221945,5383686095,79410189108
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,157369392,2018-11-30,0,-211329.0,164919382,5383686095,79410189108
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,94789,2018-11-30,0,-93.0,94789,5383686095,79410189108
CALL DEPOSIT Tax 15 %,99,AUD,CALL DEPOSIT,94789,2018-12-01,0,0.0,94789,5434778642,79386819692
CALL DEPOSIT Tax 15 %,99,USD,CALL DEPOSIT,157369392,2018-12-01,0,0.0,164919382,5434778642,79386819692
CALL DEPOSIT Tax 15 %,99,NPR,CALL DEPOSIT,5277314461,2018-12-01,0,51092547.0,9245317230,5434778642,79386819692
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-03,0,,2145619825,7500,77912665693
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-04,0,0.0,2221275885,7500,77977010989
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-05,0,0.0,2190454128,7500,77951951880
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-06,0,0.0,2104176020,7500,78165430308
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-07,0,0.0,2050213191,7500,78133777223
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-08,0,0.0,2049036713,7500,78082860514
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-09,0,0.0,2051724208,7500,78058049017
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-10,0,0.0,1935361173,7500,77844623425
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-11,0,0.0,1954598400,7500,77433450315
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-12,0,0.0,2003125314,7500,77882990164
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-13,0,0.0,2047317426,7500,78114906003
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,2018-11-14,0,0.0,1976970346,7500,78493156721
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3958732177,2018-11-03,0,,9424535834,3966459556,77912665693
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7727379,2018-11-03,0,,197467987,3966459556,77912665693
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3797783561,2018-11-04,0,-160948616.0,9337481253,3805490989,77977010989
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7707428,2018-11-04,0,-19951.0,192901672,3805490989,77977010989
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7777254,2018-11-05,0,69826.0,194649272,3743744335,77951951880
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3735967081,2018-11-05,0,-61816480.0,9227093509,3743744335,77951951880
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3879528186,2018-11-06,0,143561105.0,9323896928,3887295465,78165430308
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7767279,2018-11-06,0,-9975.0,194570143,3887295465,78165430308
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7767279,2018-11-07,0,0.0,194570143,3887295465,78133777223
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3879528186,2018-11-07,0,0.0,9397785433,3887295465,78133777223
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7767279,2018-11-08,0,0.0,194570143,3887295465,78082860514
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3879528186,2018-11-08,0,0.0,9408882200,3887295465,78082860514
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3879528186,2018-11-09,0,0.0,9450065476,3887295465,78058049017
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7767279,2018-11-09,0,0.0,194570143,3887295465,78058049017
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3879371476,2018-11-10,0,-156710.0,9423816907,3887138755,77844623425
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7767279,2018-11-10,0,0.0,194570143,3887138755,77844623425
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3845729631,2018-11-11,0,-33641845.0,8935770285,3853443709,77433450315
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7714078,2018-11-11,0,-53201.0,191533359,3853443709,77433450315
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7753979,2018-11-12,0,39901.0,192524050,4078722280,77882990164
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4070968301,2018-11-12,0,225238670.0,9136684405,4078722280,77882990164
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4168554360,2018-11-13,0,97586059.0,9213305919,4176285064,78114906003
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7730704,2018-11-13,0,-23275.0,191946147,4176285064,78114906003
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4115752591,2018-11-14,0,-52801769.0,9233044619,4123443394,78493156721
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7690803,2018-11-14,0,-39901.0,191743496,4123443394,78493156721
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7657553,2018-11-15,0,-33250.0,191594360,4108749441,78517622829
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4101091888,2018-11-15,0,-14660703.0,9108962975,4108749441,78517622829
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7640928,2018-11-16,0,-16625.0,193490182,4105040740,78941420026
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4097399812,2018-11-16,0,-3692076.0,9566289328,4105040740,78941420026
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4097399812,2018-11-17,0,0.0,9566533658,4105040740,78881888136
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7640928,2018-11-17,0,0.0,193490182,4105040740,78881888136
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3954389492,2018-11-18,0,-143010320.0,9525544782,3962165914,79117405481
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7776422,2018-11-18,0,135494.0,193868299,3962165914,79117405481
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3987631923,2018-11-19,0,33242431.0,9655127760,3995374549,79104023585
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7742626,2018-11-19,0,-33796.0,193025759,3995374549,79104023585
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3980519067,2018-11-20,0,-7112856.0,9660837674,3988244796,79081883800
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7725729,2018-11-20,0,-16897.0,192024606,3988244796,79081883800
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3985004122,2018-11-21,0,4485055.0,9307789578,3992729851,79305803658
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7725729,2018-11-21,0,0.0,192024606,3992729851,79305803658
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4028494966,2018-11-22,0,43490844.0,9335750959,4036153103,79570972083
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7658137,2018-11-22,0,-67592.0,190344601,4036153103,79570972083
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7644619,2018-11-23,0,-13518.0,178698600,4057846782,80032388660
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4050202163,2018-11-23,0,21707197.0,9566974391,4057846782,80032388660
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7644619,2018-11-24,0,0.0,178698600,4057846782,79997104089
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4050202163,2018-11-24,0,0.0,9592409409,4057846782,79997104089
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4011975250,2018-11-25,0,-38226913.0,9612186519,4019619869,79950372128
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7644619,2018-11-25,0,0.0,180855643,4019619869,79950372128
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7661516,2018-11-26,0,16897.0,175587912,4071324667,79605734814
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4063663151,2018-11-26,0,51687901.0,9256515097,4071324667,79605734814
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4060680396,2018-11-27,0,-2982755.0,9262437537,4068335153,79644918795
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7654757,2018-11-27,0,-6759.0,167207879,4068335153,79644918795
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,4059923418,2018-11-28,0,-756978.0,9219923959,4067561277,79583445429
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7637859,2018-11-28,0,-16898.0,166838766,4067561277,79583445429
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7560129,2018-11-29,0,-77730.0,165140850,3975016877,79606076246
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3967456748,2018-11-29,0,-92466670.0,9180977884,3975016877,79606076246
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3951328717,2018-11-30,0,-16128031.0,9194221945,3958878707,79410189108
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7549990,2018-11-30,0,-10139.0,164919382,3958878707,79410189108
Call Account-0 % TAX RATE,13,USD,CALL DEPOSIT,7549990,2018-12-01,0,0.0,164919382,3958881445,79386819692
Call Account-0 % TAX RATE,13,NPR,CALL DEPOSIT,3951331455,2018-12-01,0,2738.0,9245317230,3958881445,79386819692
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17319674,2018-11-03,0,,9424535834,17319674,77912665693
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17514114,2018-11-04,0,194440.0,9337481253,17514114,77977010989
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17381114,2018-11-05,0,-133000.0,9227093509,17381114,77951951880
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17227814,2018-11-06,0,-153300.0,9323896928,17227814,78165430308
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17227814,2018-11-07,0,0.0,9397785433,17227814,78133777223
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17198591,2018-11-08,0,-29223.0,9408882200,17198591,78082860514
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17198591,2018-11-09,0,0.0,9450065476,17198591,78058049017
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17171170,2018-11-10,0,-27421.0,9423816907,17171170,77844623425
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17608947,2018-11-11,0,437777.0,8935770285,17608947,77433450315
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17616097,2018-11-12,0,7150.0,9136684405,17616097,77882990164
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17604597,2018-11-13,0,-11500.0,9213305919,17604597,78114906003
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17696099,2018-11-14,0,91502.0,9233044619,17696099,78493156721
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,18052019,2018-11-15,0,355920.0,9108962975,18052019,78517622829
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17919913,2018-11-16,0,-132106.0,9566289328,17919913,78941420026
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17919913,2018-11-17,0,0.0,9566533658,17919913,78881888136
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17882953,2018-11-18,0,-36960.0,9525544782,17882953,79117405481
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17882453,2018-11-19,0,-500.0,9655127760,17882453,79104023585
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17011095,2018-11-20,0,-871358.0,9660837674,17011095,79081883800
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17551531,2018-11-21,0,540436.0,9307789578,17551531,79305803658
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,17323531,2018-11-22,0,-228000.0,9335750959,17323531,79570972083
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,14689884,2018-11-23,0,-2633647.0,9566974391,14689884,80032388660
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,14689884,2018-11-24,0,0.0,9592409409,14689884,79997104089
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,14756405,2018-11-25,0,66521.0,9612186519,14756405,79950372128
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,14653204,2018-11-26,0,-103201.0,9256515097,14653204,79605734814
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,15053236,2018-11-27,0,400032.0,9262437537,15053236,79644918795
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,14360236,2018-11-28,0,-693000.0,9219923959,14360236,79583445429
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,13975387,2018-11-29,0,-384849.0,9180977884,13975387,79606076246
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,14081681,2018-11-30,0,106294.0,9194221945,14081681,79410189108
Call Account-5 % TAX RATE,99,NPR,CALL DEPOSIT,14081681,2018-12-01,0,0.0,9245317230,14081681,79386819692
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1663854,2018-11-03,4,,23920088246,1663854,77912665693
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1637854,2018-11-04,4,-26000.0,23864034459,1637854,77977010989
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1633154,2018-11-05,4,-4700.0,24057627282,1633154,77951951880
